"review_month","review_id","business_id","user_id","review_stars","satisfied","review_date","review_length","useful","funny","cool","business_name","city","state","latitude","longitude","business_review_count","is_open","categories","business_price","has_parking","takes_reservations","outdoor_seating","has_tv","user_review_count","user_average_stars","user_fans","user_is_elite","review_day_of_week","weekend","is_holiday","consumer_sentiment"
"2008-02","e9V9rBECWb8Il1epgibmOg","1qBemRZEO3XMlpyKZavTvg","suRoi6fJjOSdzBMWzaZ5sQ",4,1,2008-02-01,758,3,0,3,"Roy's Restaurant","Philadelphia","PA",39.950162,-75.166089,60,"False","Hawaiian, Restaurants, Asian Fusion","3",0,1,0,0,460,3.79,56,1,5,0,0,70.8
"2008-02","ltTEMWF5Fl9v-eWvJOQw_A","5hvO_zH7B1n2humawoPHrw","VRjkoVfODSdCtUlUH4dT-A",3,0,2008-02-25,1083,3,0,2,"Bourbon Blue","Philadelphia","PA",40.0242614,-75.2222218,334,"False","Restaurants, Bars, American (New), Cajun/Creole, Nightlife","2",1,1,1,1,32,3.58,2,0,1,0,0,70.8
"2008-02","5_P6GHMnqgwxMEiecbHB5Q","L4kfcADLCU4T33i7Z0CkuA","6mgYTBGN1Ig2thDBCjmLwQ",3,0,2008-02-16,782,2,0,2,"Bistro Romano","Philadelphia","PA",39.9419372505,-75.1446834884,546,"True","Restaurants, Bars, Wine Bars, Mediterranean, Italian, Nightlife","2",1,1,1,1,965,3.59,73,1,6,1,0,70.8
"2008-03","O_vXYjvJJJHeNPQ7t09Yhg","WbCCGpq_XIr-2_jSXISZKQ","v8nn6KoAX95TM6l8eLwaOg",1,0,2008-03-11,400,5,0,0,"Milano Inn","Indianapolis","IN",39.7632371,-86.1454886,118,"False","Restaurants, Italian","2",1,1,1,1,368,3.59,21,1,2,0,0,69.5
"2008-03","QkbnEkuYVxiYBb1mboTI9A","WxB8498ejPtHE7wFa89_fA","JO-TAho37FMf7pKSSkeaDQ",5,1,2008-03-28,671,1,0,1,"The Continental Mid-town","Philadelphia","PA",39.9519308,-75.1704529,1682,"True","Breakfast & Brunch, Lounges, Bars, Cocktail Bars, Nightlife, American (Traditional), American (New), Restaurants","2",1,1,1,0,78,3.66,5,1,5,0,0,69.5
"2008-03","bImVs0BmuNbWB9BYrDSK9g","wB1Tin0OW1JRpaKM-E3ZYA","0Wlt8eVwjbLVyo8OqgdtcQ",5,1,2008-03-23,693,2,0,2,"National Mechanics","Philadelphia","PA",39.9495443,-75.1459872,875,"True","Pubs, Food, Breakfast & Brunch, Dance Clubs, Bars, American (New), American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife","2",1,1,1,0,6,2.33,0,0,0,1,0,69.5
"2008-03","e8DpJMz1iUQNUwz1Q-k51A","FzHVtXe8-3fFclRBUI9YdA","I8ICA3X5BmVE5nocVTgtUQ",1,0,2008-03-23,497,0,0,0,"La Thai Uptown","New Orleans","LA",29.924514,-90.108781,228,"False","Restaurants, Seafood, Thai, Nightlife, Asian Fusion, Bars","2",1,1,1,1,57,3.35,1,0,0,1,0,69.5
"2008-03","5KVGRDtMVcq8oGHJisxPGg","jMAQupx06hHjie54wV2yNQ","MGIfvuAcgbUtRnhWa_Jm2g",4,1,2008-03-18,1471,5,3,3,"Ruth's Chris Steak House","Santa Barbara","CA",34.4393251,-119.7475316,15,"False","Restaurants, Steakhouses","3",1,1,0,0,97,3.12,9,1,2,0,0,69.5
"2008-03","r7C4HnKpJXbGUy9dVXuGVQ","G7O1jXIuroITPgOGhA-TBQ","SpUp7g9Kf-qIINkoVI5e4A",4,1,2008-03-19,507,2,1,1,"Five Guys Burgers and Fries","Clifton Heights","PA",39.9262893,-75.3050924,32,"False","Restaurants, Burgers, American (New), Fast Food, Food","1",1,0,0,0,3,3.67,0,0,3,0,0,69.5
"2008-04","jgMB1_Oqu-WvVv6Z5TW2Yg","AShaZXEMp3BkkREG-FiGBg","C5Nuh-xKy05Vd-t5GsTyIw",5,1,2008-04-29,790,3,0,1,"Monarch Restaurant & Wine Bar","Saint Louis","MO",38.613072,-90.319967,64,"False","Cajun/Creole, Restaurants, Bars, American (New), Asian Fusion, Nightlife, Wine Bars","3",1,1,0,1,28,4.36,0,0,2,0,0,62.6
"2008-04","lN_9mrXK595i-cZPyJt0VA","9RiIQA4M2Y0AU3TkASJn3A","LCHhwItAT7hCYn1hD33psA",5,1,2008-04-30,924,4,0,3,"Nunzio Ristorante Rustico","Collingswood","NJ",39.9158469,-75.068842,237,"True","Restaurants, Italian","2",1,1,1,0,8,3.63,0,0,3,0,0,62.6
"2008-04","4ZrUbNb1-UprhgwERssdaA","jcID5BHm5-RINzRWmwr9Rg","NyqoJTiKgXi1h7MDJDGbxg",5,1,2008-04-09,982,1,0,0,"O'Malley's Irish Pub","Saint Louis","MO",38.592205,-90.218867,27,"False","Irish, Nightlife, Pubs, Restaurants, Bars","2",1,0,1,1,343,4.36,8,1,3,0,0,62.6
"2008-05","pshdJkCGpwYvndvUYIlT5A","ZNxFIwgPnmLu6ouQPPpR_Q","fcl2-83fUbIvzMQCZKWKKA",3,0,2008-05-06,445,0,0,0,"Sambuca Restaurant","Nashville","TN",36.1518014103,-86.7844176292,679,"True","Music Venues, American (New), Arts & Entertainment, Restaurants, Nightlife, Jazz & Blues, Bars","2",1,1,0,1,54,4.2,3,0,2,0,0,59.8
"2008-05","9iICgkW31tyYWSBIju2tlQ","lQTdARrqdKMAcDp1PWpQ9A","9toDZ2p-Ao0CH7-UjKcw7A",5,1,2008-05-29,1009,3,0,3,"The Original Turkey","Philadelphia","PA",39.953049478,-75.1594718185,213,"True","Sandwiches, Restaurants, Specialty Food, Food, American (Traditional), Comfort Food","1",1,0,0,0,57,4.12,3,0,4,0,0,59.8
"2008-05","86_EiV_rw-tJNUol9_nEyQ","2ZSnGlqj8JOWcN2bNf-3SQ","Dlpo1_f5pyCAe4YqPzRKFw",4,1,2008-05-17,383,2,0,1,"Metropolitan Bakery","Philadelphia","PA",39.9482948,-75.1728154459,242,"True","Restaurants, Food, Cafes, Coffee & Tea, Bakeries","2",1,0,0,0,89,3.9,8,1,6,1,0,59.8
"2008-05","gXhkI3iPcjg3YGGYDTfogg","PGVZjuHpB5s5jFMKqKdCmw","d9tgb-9jIfnEGVq2K4i6wg",4,1,2008-05-07,414,0,0,0,"Our Daily Bread","Santa Barbara","CA",34.4221062,-119.6975282,36,"False","Bakeries, Food, Restaurants, Gluten-Free, Breakfast & Brunch","2",1,0,1,0,156,3.89,8,1,3,0,0,59.8
"2008-05","62qRuMAqgCeKYGS91mMOVw","ws0mjFrkanX_sXoUVRh8Uw","t9bfJI2zvx-3eFrN2zvQnw",4,1,2008-05-29,456,2,1,3,"Jitters Coffee","Santa Barbara","CA",34.419497,-119.698708,63,"False","Coffee & Tea, Restaurants, Food","2",1,0,1,0,233,4.03,52,1,4,0,0,59.8
"2008-05","fTdk6B7dTPrj5d9OL_34vw","ZmLNChQtn_P2Mnl9lFfLrQ","S-P2haI61umZRkGPCWrqfA",4,1,2008-05-09,295,1,0,1,"Bridge & Tunnel Pizza","Saint Louis","MO",38.6315433,-90.1956301,38,"False","Restaurants, Pizza","1",1,0,1,1,381,4.59,21,0,5,0,0,59.8
"2008-05","G4KmkoSg8AImMZxv45P1qA","wwmlA6z3OhuykghM7f9RkA","PTtSe7DyEoNau0LXE77c2g",5,1,2008-05-19,567,1,0,0,"Patois Restaurant","New Orleans","LA",29.9198745393,-90.1244804614,202,"True","Breakfast & Brunch, Restaurants, Seafood, French","3",1,1,1,1,10,4.55,1,0,1,0,0,59.8
"2008-06","uaYQgOnfLqjuSozHD0_1Sg","6wzZ9FR3-bfqFz8ySgyavQ","c9-jEIfBnLa4iNHxVmXAHA",5,1,2008-06-26,559,11,2,3,"Dickman's Meat & Deli","Tucson","AZ",32.2215255743,-110.8221544145,176,"True","Specialty Food, Meat Shops, Food, Delis, Butcher, Restaurants, Seafood Markets","1",1,0,0,1,608,3.57,44,1,4,0,0,56.4
"2008-06","bJj5rmxoGg3-XIdu4HIk3A","d_tRshM-w6S4QxE4VVi8tQ","sRayUe6Y_YSXOK7pKfdlBg",4,1,2008-06-17,1204,2,0,2,"Jones","Philadelphia","PA",39.9493144,-75.1525254,1141,"False","American (New), Restaurants, Southern, Diners, American (Traditional)","2",1,1,0,0,431,3.84,38,1,2,0,0,56.4
"2008-06","Bt-9tQze16UUGTANSgmRNw","r2Q0R0o2ozazmsZb6EiFfg","U2wMP956Tw546X9D49EEbA",4,1,2008-06-26,1005,3,0,2,"El Azteca Uno","Philadelphia","PA",39.9492225,-75.1531472,242,"False","Mexican, Restaurants","2",1,1,0,1,11,3.91,2,0,4,0,0,56.4
"2008-06","DCLW5XnKw4NlIDYKkn63cw","lQ58_4SzdETRSw0h8tilhA","_kXetDQBO-4lPclvdGpQRA",4,1,2008-06-21,733,0,0,1,"Uncle Bill's Pancake & Dinner House","Saint Louis","MO",38.5968992,-90.271211,361,"True","American (Traditional), Food, Cafes, Restaurants, Event Planning & Services, Breakfast & Brunch, American (New), Coffee & Tea, Party & Event Planning, Diners","2",1,0,0,1,295,3.41,14,1,6,1,0,56.4
"2008-06","Qvgiy2HJjfCJKOTYR164_w","2PWmnUV2Leb2Loj0TqxCMA","WlgB9SAzYAyHEAlawc27xg",3,0,2008-06-16,1401,3,3,3,"Mad Mex - University City","Philadelphia","PA",39.9533493175,-75.193518705,601,"False","Tex-Mex, Mexican, Nightlife, Bars, Restaurants","2",1,0,1,1,188,3.67,30,1,1,0,0,56.4
"2008-06","RRtn7yq9W_qqSlMbE2A5TQ","klNW30cZ_idEMGWgT9pLvA","aP7QqHlho8yYjtPUHkC8Nw",4,1,2008-06-30,416,2,0,0,"Portofino","Philadelphia","PA",39.9491576415,-75.1618073756,29,"False","Restaurants, Italian","2",1,1,1,1,77,4.01,1,0,1,0,0,56.4
"2008-06","fPuZCzCXg01t1DJcBSEhiQ","m1kM87opn4tR6lt3v9AiWw","isMXMpeLAiuxZt2MQlVo7g",3,0,2008-06-23,1521,0,0,0,"Pei Wei Asian Kitchen","Nashville","TN",36.10368651,-86.81795073,142,"True","Diners, Gluten-Free, Chinese, Fast Food, Restaurants, Asian Fusion","1",1,0,1,1,122,3.81,5,0,1,0,0,56.4
"2008-06","un1sAXbuSAipInMVS_AGaA","_Fv5mbqb0uCdKQOqo9VH8A","xyFtRXaTjhStZB3Zb9uFvA",1,0,2008-06-15,550,1,3,0,"Papa John's Pizza","Tucson","AZ",32.2060692,-110.8541511,19,"True","Pizza, Restaurants","1",0,1,0,0,416,3.39,11,1,0,1,0,56.4
"2008-06","4IuBDJbGi_BNXCJ9VDiWkw","9piIhWbzbr-47RL-Rh63Iw","nid530igknKFolBCSXcREw",3,0,2008-06-16,262,1,0,0,"Ponzio's","Cherry Hill","NJ",39.914427,-75.011626,400,"True","Bars, Food, Restaurants, Nightlife, Beer, Wine & Spirits, Diners, Bakeries","2",1,0,0,1,488,3.98,36,1,1,0,0,56.4
"2008-06","A8dIOS601WZFjs159w2j0Q","_UQboRjXotzBhwsbfn6puQ","S-P2haI61umZRkGPCWrqfA",5,1,2008-06-05,593,0,0,0,"Juniper Grill","Saint Louis","MO",38.6087553,-90.2090967,7,"False","Restaurants","2",0,1,1,0,381,4.59,21,0,4,0,0,56.4
"2008-06","IZxz0f6O_Y4AhzAZGgFaDw","4Ys7xbHfIKiCWRw2_7gJ-Q","saEUjebfkgXQKzNuD_0Pfg",4,1,2008-06-19,489,3,0,2,"Llanerch Diner","Upper Darby","PA",39.9689037674,-75.2930680888,219,"True","Restaurants, Diners, American (New)","1",1,0,0,1,112,3.87,14,1,4,0,0,56.4
"2008-07","ryMReIJ1O0G0BGfzFTaQxg","3lsE-1hRI526KHKbeytPcg","84HvpQDxcHWmbMDfs8IEYw",3,0,2008-07-17,344,3,0,2,"Tower Style Pizza","Philadelphia","PA",39.9508923,-75.1739047,144,"True","Pizza, Restaurants","1",1,0,0,1,534,3.56,54,0,4,0,0,61.2
"2008-07","u0Xd9Vf0jHjqxL7OS2WVAg","OdIBX09glfXNVSyd0RnIeg","B5mpfVCviyUl9Bsdef5jUQ",4,1,2008-07-15,1089,3,0,3,"Monk's Cafe","Philadelphia","PA",39.947701,-75.1682869,2184,"True","Nightlife, Pubs, Bars, Belgian, Restaurants, Gastropubs","2",1,0,1,0,714,3.55,28,1,2,0,0,61.2
"2008-07","TjADBa7aNi15_X0AcN8GcQ","3M69f6Cg2CAgpEcIgoKS5A","F1XE_egBKclw1vM_1UeKlA",3,0,2008-07-24,308,2,0,2,"Philip's Steaks","Philadelphia","PA",39.9225830143,-75.1848140609,307,"True","Burgers, Sandwiches, Cheesesteaks, Food, Juice Bars & Smoothies, Restaurants","1",1,0,1,0,77,3.65,6,1,4,0,0,61.2
"2008-07","N28gcay1LxiB4KigHwCCJw","yb-534-JqStRt0HmH91HnA","NMMAQKf3PRU8Rw5o0Xn8-A",3,0,2008-07-19,1965,0,0,0,"BARcelonas Tapas Restaurant","Clayton","MO",38.651227,-90.337865,371,"False","Sandwiches, Wine Bars, Basque, Restaurants, Nightlife, Spanish, Bars, Salad, Tapas Bars","2",1,1,1,1,217,4.03,14,1,6,1,0,61.2
"2008-07","dS8PLyFUJe8nYqUX4PsCNg","xXgE_rj-tK9v_MIH3mXpaQ","RC-lQRH7CAlVxQ25SIKGZg",5,1,2008-07-31,1114,0,0,0,"Dee's Q","Nashville","TN",36.1869407,-86.7263529,19,"False","Barbeque, Steakhouses, Restaurants","1",1,0,1,0,9,4.78,0,0,4,0,0,61.2
