"review_id","business_id","user_id","review_stars","satisfied","review_date","review_length","useful","funny","cool","business_name","city","state","latitude","longitude","business_review_count","is_open","categories","business_price","has_parking","takes_reservations","outdoor_seating","has_tv","user_review_count","user_average_stars","user_fans","user_is_elite","review_day_of_week","weekend"
"-lNpxdJNrvMtZ_RTvT2NtA","z22hSRptt_DS0nWjsIka2A","djOl6zKvKdbt4lNnDKUXJg","5.0",1,"2015-05-13 17:03:27",298,0,0,0,"Outback Steakhouse","Royersford","PA","40.1937724033","-75.5249086706",89,True,"Restaurants, Steakhouses",2,1,1,0,1,13,"4.46",0,0,"3",0
"XHeuOhTD4waLl9qmoaJzbw","WQ832PDnsDshhbQFm83ISg","RRYFQo17zogtYBbiUK4l_A","4.0",1,"2013-06-24 16:23:42",716,2,2,0,"Villagio Cinemas","Tampa","FL","28.055282","-82.506247",285,True,"Cinema, Nightlife, Pizza, Italian, Arts & Entertainment, Burgers, Restaurants, Lounges, Bars",2,1,1,0,1,843,"4.17",58,1,"1",0
"7wZ4ipiVR3vZeYcihhrJ6w","NT5S6JV5wPwKOd3s3Yh1zQ","_3nzCdwExy2AneQ8itz4Yg","5.0",1,"2013-08-16 03:55:03",751,0,1,0,"Burger Up","Nashville","TN","36.1215944","-86.7904765",857,True,"Restaurants, American (New), Sandwiches, Burgers",2,1,0,0,0,937,"4.64",113,1,"5",0
"LecbwqyXFCszGjwLoysXTw","TB1FQ3iO9KJWOU56sA7Ozw","vPaMWZvn56dnhYldPZywXw","4.0",1,"2013-04-12 08:13:30",171,1,0,0,"Boardwalk Pasta & Seafood","Saint Petersburg","FL","27.7133102","-82.7143138",61,False,"Seafood, Beer, Wine & Spirits, American (New), Nightlife, Bars, American (Traditional), Food, Restaurants",2,1,1,1,1,8,"2.44",0,0,"5",0
"oPmhr7KttQ5upHV8FivANQ","fLk_N8vU25DNZmbU-70gkw","gwYE77ZX2fpFdOLeiR_64Q","1.0",0,"2014-06-12 02:52:53",379,1,0,0,"Chipotle Mexican Grill","Santa Barbara","CA","34.4190289","-119.699083",57,False,"Restaurants, Fast Food, Mexican",1,1,0,1,0,141,"2.59",9,0,"4",0
"AqhVCkHmaZOVnZUO2Bbz3Q","Zi-F-YvyVOK0k5QD7lrLOg","tkEG4FO5ZqIJITTSijWi3g","5.0",1,"2016-02-26 05:47:18",998,0,0,0,"Muriel's Jackson Square","New Orleans","LA","29.9584576","-90.063188",1963,True,"Cajun/Creole, Restaurants",3,1,1,0,1,21,"3.68",0,0,"5",0
"IvIJZoeWEAJylAn5NqeT3A","-OIUunijjcq_ZzyyQhPPFQ","ipz5Yrcur-TZ9w4qPQKmew","5.0",1,"2017-08-18 12:58:30",263,0,0,0,"Zorba's Taverna","Philadelphia","PA","39.9671642","-75.1748969",510,True,"Restaurants, Greek, Mediterranean",2,1,1,0,0,90,"4.05",0,0,"5",0
"BxHP-Xfw1jJy1upHfRY8vQ","ORL4JE6tz3rJxVqkdKfegA","3pnNqPkJMJbfGRrh-Qefuw","4.0",1,"2018-02-25 14:31:40",235,0,0,0,"Gaylord Opryland Resort & Convention Center","Nashville","TN","36.2115923083","-86.6943191727",1639,True,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas",3,1,1,1,1,107,"3.54",0,0,"0",1
"tLIBML_k6DXA3H9PEjj7HA","wFES5bGDiPANW13hNHnXOQ","axtt9TueR99y8lfgCLM8eA","3.0",0,"2015-03-20 21:01:29",121,1,0,0,"Sakana Sushi Bar & Japanese","Santa Barbara","CA","34.422264","-119.650288",374,True,"Sushi Bars, Japanese, Restaurants",3,1,0,1,0,11,"2.18",0,0,"5",0
"vTLj9GYSr3hyXngBTGsQug","4puDEkq0E27Nrq5nQiVqzg","Gjaiq5Kxi_Io1QrXktvRpg","5.0",1,"2018-06-27 19:00:57",342,0,0,0,"Five Guys","Indianapolis","IN","39.912389","-86.220624",70,True,"Restaurants, Burgers, American (New), Fast Food",1,1,0,0,0,39,"3.79",0,0,"3",0
"KGUlfghN7NbBHhZGMgO76w","AWnzFqIrlkLAKTc46_zmEg","nKH0wa9qbSO_qn0nBPkYSQ","4.0",1,"2014-02-26 16:18:13",146,0,0,0,"Mena's Palace","New Orleans","LA","29.95350789","-90.06716318",337,True,"Restaurants, Southern, Cajun/Creole, Seafood, Breakfast & Brunch",2,1,0,0,1,12,"4.67",1,0,"3",0
"3m7OlLMD6ICxrkhMd2C9-w","jMZ56S8Y1t7cA1Ob-d-qeA","Xw7ZjaGfr0WNVt6s_5KZfA","5.0",1,"2015-01-20 19:44:18",1710,12,3,7,"Three Muses","New Orleans","LA","29.9632273","-90.0579277",1165,True,"Nightlife, Jazz & Blues, American (New), Music Venues, Restaurants, Gastropubs, Arts & Entertainment",2,1,1,0,0,2272,"4.1",379,1,"2",0
"H976K-qnM74zl7bih49TnQ","WDXC3W5lDt2pK2qvw6ds3Q","g9bJ7jalsM4scSkcZpiEqg","1.0",0,"2012-11-09 23:26:04",144,2,0,0,"Tortugas Mexican Eatery","Collegeville","PA","40.180349","-75.454371",106,True,"Food, Mexican, Restaurants, Desserts",2,1,1,0,1,54,"3.36",1,0,"5",0
"kupmwrpdQx3qDNWVsvQz2w","8uF-bhJFgT4Tn6DTb27viA","1hyRr8qJnPJJqk3kqO29FA","5.0",1,"2018-08-26 20:29:25",328,0,0,0,"District Donuts Sliders Brew","New Orleans","LA","29.9294259","-90.0770687",2062,True,"Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants",1,1,0,1,0,13,"4.46",0,0,"0",1
"_XWQWcoCfLSiag4SVp5U8A","VnQBbu2oco57NB36kFhC2w","1t3MUn2GJtRfFsI2IbdjNA","5.0",1,"2016-08-06 21:30:15",836,0,0,0,"Café Cuba","Valrico","FL","27.895823","-82.246869",42,True,"Sandwiches, Salad, Restaurants, Cuban",1,1,0,1,0,121,"3.77",8,0,"6",1
"zN_54ocY2ID7k6prfEXLMg","7EhTT4iEuA7JaaWA-eI3Qw","Cv7ocs68zSj_bDasvx4hhg","5.0",1,"2015-01-07 00:52:16",233,0,0,0,"Seasons Cafe & Bakery","Pinellas Park","FL","27.838462","-82.682464",292,False,"Food, Bakeries, Asian Fusion, Vietnamese, Restaurants, Specialty Food, Delis, Sandwiches, Bubble Tea, Soup",1,1,0,1,0,35,"4.43",1,0,"3",0
"loJv3EayXputxDP0RF55gQ","3CsBRtDT5WOUu8IY0mHhXw","WeTPJIVlY6Nidsi-ddPdbg","3.0",0,"2012-04-03 15:55:33",682,0,0,0,"Slices Pizza","Philadelphia","PA","40.0096537","-75.1954732",122,True,"Pizza, Food, Restaurants",1,1,0,1,1,102,"3.82",7,1,"2",0
"V4OP15HxsQkG9fYmDP157g","FHNIvNgh3fS7VZQq2Y3dsA","nGBYFOdUMJSwui-i5WYtGw","5.0",1,"2017-04-21 11:30:59",297,0,1,0,"Cheu Noodle Bar","Philadelphia","PA","39.9467949","-75.1577025",818,False,"Asian Fusion, Tapas/Small Plates, American (New), Restaurants, Vietnamese, Korean, Noodles, Ramen, Japanese",2,1,1,0,0,161,"4.34",3,0,"5",0
"79inth0Ym04E_xoN0aETGg","PYUI1OJVksGUbCrteU68bw","XefK6M6-fjVPAxkspAOOTg","5.0",1,"2015-04-17 18:16:30",525,2,0,1,"Bourbon & Branch","Philadelphia","PA","39.96207","-75.14104",392,True,"Bars, American (Traditional), Breakfast & Brunch, Music Venues, Arts & Entertainment, Nightlife, Restaurants",2,1,1,1,1,64,"3.94",1,0,"5",0
"TkjeRttoujSOyWswQSgeyg","isbeaPln-E0DdffLRsuFhw","xReXrRlxECFpHSS9F5hBCQ","5.0",1,"2017-10-14 01:54:43",183,0,0,0,"Francisco's On The River","Washington Crossing","PA","40.3136566","-74.8957796",109,True,"Specialty Food, Mediterranean, Restaurants, Italian, Food",3,1,1,1,0,34,"4.83",0,0,"6",1
"8yDfmlEk7sm4O2ryKcUsSw","BWITd9JUXP3gSi1z3Y-z8g","6bUqcFS82quOJ62UbY_wnw","5.0",1,"2015-12-22 03:53:46",510,2,1,0,"In Riva","Philadelphia","PA","40.0078746","-75.1924072",729,False,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants",2,1,1,1,1,69,"3.78",6,1,"2",0
"lHqEj0FH0Kvur7lt-GzWHQ","j9Kaj_6tSeXmVMYCgZithg","jalb1aRzZ7Mo4DObqVA3Cg","4.0",1,"2018-03-17 04:57:05",346,0,0,0,"Noble Crust","Wesley Chapel","FL","28.188219","-82.347274",496,True,"Restaurants, Italian, Nightlife, Southern, Bars, Breakfast & Brunch, Pizza",2,1,1,1,1,16,"3.06",0,0,"6",1
"Q903_7csIN9PMwq_9ZQXSQ","kxX2SOes4o-D3ZQBkiMRfA","F7j1AubXAJL7BdLoQS4XQQ","1.0",0,"2017-10-12 10:39:39",467,0,0,0,"Zaika","Philadelphia","PA","40.0798480557","-75.025079772",181,True,"Halal, Pakistani, Restaurants, Indian",2,1,1,0,0,5,"2.4",0,0,"4",0
"9Ibfjf9sNapjBiEIqr3RMQ","Zi-F-YvyVOK0k5QD7lrLOg","Ty1L545lp-75f5i3figYSQ","5.0",1,"2013-04-14 20:41:26",454,0,0,0,"Muriel's Jackson Square","New Orleans","LA","29.9584576","-90.063188",1963,True,"Cajun/Creole, Restaurants",3,1,1,0,1,28,"3.5",0,0,"0",1
"74l2pp8Lmr3UT1n1ut2WTg","LC-qVqvkMRmK_ed-SImCXQ","Z_l6uZuhzqfPykKgGFFnkw","5.0",1,"2018-08-16 23:44:09",100,2,0,0,"Salvatore's Trattoria & Pizzeria","King of Prussia","PA","40.0972098875","-75.3668700904",38,True,"Pizza, Italian, Restaurants, Sandwiches",NULL,1,0,0,1,4,"4.2",1,0,"4",0
"rdwuLqKKHtgK1AnPFS5VdA","pOShvapemo3TgL6-GbZ1VA","4vyVfhIA_AL-D9RbS0dylQ","5.0",1,"2012-04-05 02:48:20",144,3,0,0,"Capo De Monte Italian Market","Seminole","FL","27.8489918","-82.7875867",41,False,"Italian, Grocery, Restaurants, Delis, Event Planning & Services, Food, Beer, Wine & Spirits, Specialty Food, Caterers",1,1,0,0,1,13,"4.14",1,0,"4",0
"IEJqVWyO2ZNrIhJdypvfJQ","3YERGr7UbpSpddqL0Eiu5g","ziqiYHzb6Zp2fMHZmRoTmw","4.0",1,"2018-03-25 03:03:33",150,0,0,0,"Mariscos Chihuahua","Tucson","AZ","32.3370125","-111.0542141",73,True,"Seafood, Restaurants",2,1,0,0,1,26,"4.37",0,0,"0",1
"ECS0as-Usv0l3aWeNafohQ","-OIUunijjcq_ZzyyQhPPFQ","p-33UoQsFFO0TuCguRSzFA","2.0",0,"2015-10-11 00:38:39",209,0,0,0,"Zorba's Taverna","Philadelphia","PA","39.9671642","-75.1748969",510,True,"Restaurants, Greek, Mediterranean",2,1,1,0,0,3,"1.29",0,0,"0",1
"mqwcZFFVX6ueXo3t7-UJug","UKA2eeAZmO4ACB2J0kFISw","GloK55dKSTctFN_rW9vv9Q","3.0",0,"2013-08-07 22:19:59",345,0,0,0,"Panda Express","Reno","NV","39.4749646908","-119.7922227358",86,True,"Fast Food, Chinese, Restaurants",1,1,0,1,1,11,"4.58",0,0,"3",0
"30rU-emfQsOI0sl4AQJZAQ","Y2jDVmMpRzQRg6HkNvQc8g","m4pkdLIGvV_PKCilCOa7rA","4.0",1,"2017-07-10 00:47:25",914,0,0,0,"Smyrna Cafe","Smyrna","TN","35.9416454189","-86.5283457257",184,True,"Cafes, Sandwiches, American (New), Burgers, Breakfast & Brunch, Restaurants, American (Traditional), Fast Food",2,1,1,0,1,172,"4.52",4,1,"1",0
"JJ88uDWSlotezzswWHWG4w","EYCTO4GfMAGIJFtOjV-Uxw","9Sc0XGm-dEfn8gTeSoLlmw","4.0",1,"2012-05-05 16:26:40",580,0,0,1,"Leverock's Seafood House of St Pete Beach","St. Pete Beach","FL","27.744602","-82.745516",6,False,"Nightlife, Seafood, Restaurants",2,0,0,0,1,155,"3.9",2,1,"6",1
